Transition Profile during evaluationwithout reward shaping:
Q-table shape: (10, 5, 6, 7, 3)
State choice: ['storage_level', 'price', 'hour', 'Day_of_Week']
State: [60.   35.69 14.   11.  ], Action: 1, Reward: -356.9, Next state: [70.   35.59 15.   11.  ]
State: [70.   35.59 15.   11.  ], Action: 1, Reward: -355.90000000000003, Next state: [80.  33.1 16.  11. ]
State: [80.  33.1 16.  11. ], Action: 1, Reward: -331.0, Next state: [90.   37.62 17.   11.  ]
State: [90.   37.62 17.   11.  ], Action: 1, Reward: -376.2, Next state: [100.    45.48  18.    11.  ]
State: [100.    45.48  18.    11.  ], Action: 1, Reward: -454.79999999999995, Next state: [110.    49.43  19.    11.  ]
State: [110.    49.43  19.    11.  ], Action: 1, Reward: -494.3, Next state: [120.    42.06  20.    11.  ]
State: [120.    42.06  20.    11.  ], Action: 0, Reward: -0.0, Next state: [120.    37.64  21.    11.  ]
State: [120.    37.64  21.    11.  ], Action: 0, Reward: -0.0, Next state: [120.    29.71  22.    11.  ]
State: [120.    29.71  22.    11.  ], Action: 2, Reward: -297.1, Next state: [130.    25.93  23.    11.  ]
State: [130.    25.93  23.    11.  ], Action: 2, Reward: -259.3, Next state: [140.    23.17  24.    11.  ]
State: [140.    23.17  24.    11.  ], Action: 2, Reward: -231.70000000000002, Next state: [30.   14.59  1.   12.  ]
State: [30.   14.59  1.   12.  ], Action: 1, Reward: -145.9, Next state: [40.   17.99  2.   12.  ]
State: [40.   17.99  2.   12.  ], Action: 1, Reward: -179.89999999999998, Next state: [50. 15.  3. 12.]
State: [50. 15.  3. 12.], Action: 1, Reward: -150.0, Next state: [60.   12.01  4.   12.  ]
State: [60.   12.01  4.   12.  ], Action: 0, Reward: -0.0, Next state: [60.    9.07  5.   12.  ]
State: [60.    9.07  5.   12.  ], Action: 0, Reward: -0.0, Next state: [60.  18.8  6.  12. ]
State: [60.  18.8  6.  12. ], Action: 0, Reward: -0.0, Next state: [60. 23.  7. 12.]
State: [60. 23.  7. 12.], Action: 0, Reward: -0.0, Next state: [60. 33.  8. 12.]
State: [60. 33.  8. 12.], Action: 0, Reward: -0.0, Next state: [60.  36.2  9.  12. ]
State: [60.  36.2  9.  12. ], Action: 0, Reward: -0.0, Next state: [60.  34.5 10.  12. ]
State: [60.  34.5 10.  12. ], Action: 1, Reward: -345.0, Next state: [70.   34.99 11.   12.  ]
State: [70.   34.99 11.   12.  ], Action: 1, Reward: -349.90000000000003, Next state: [80.  34.8 12.  12. ]
State: [80.  34.8 12.  12. ], Action: 1, Reward: -348.0, Next state: [90. 34. 13. 12.]
State: [90. 34. 13. 12.], Action: 0, Reward: -0.0, Next state: [90.   34.49 14.   12.  ]
State: [90.   34.49 14.   12.  ], Action: 0, Reward: -0.0, Next state: [90.   31.99 15.   12.  ]
State: [90.   31.99 15.   12.  ], Action: 0, Reward: -0.0, Next state: [90.  29.9 16.  12. ]
State: [90.  29.9 16.  12. ], Action: 0, Reward: -0.0, Next state: [90.  29.5 17.  12. ]
State: [90.  29.5 17.  12. ], Action: 0, Reward: -0.0, Next state: [90.  35.3 18.  12. ]
State: [90.  35.3 18.  12. ], Action: 2, Reward: -353.0, Next state: [100.  38.  19.  12.]
State: [100.  38.  19.  12.], Action: 2, Reward: -380.0, Next state: [110.   38.5  20.   12. ]
State: [110.   38.5  20.   12. ], Action: 2, Reward: -385.0, Next state: [120.  32.  21.  12.]
State: [120.  32.  21.  12.], Action: 0, Reward: -0.0, Next state: [120.    24.99  22.    12.  ]
State: [120.    24.99  22.    12.  ], Action: 0, Reward: -0.0, Next state: [120.    26.99  23.    12.  ]
State: [120.    26.99  23.    12.  ], Action: 0, Reward: -0.0, Next state: [120.    23.43  24.    12.  ]
State: [120.    23.43  24.    12.  ], Action: 0, Reward: -0.0, Next state: [ 0. 23.  1. 13.]
State: [ 0. 23.  1. 13.], Action: 0, Reward: -0.0, Next state: [ 0. 21.  2. 13.]
State: [ 0. 21.  2. 13.], Action: 0, Reward: -0.0, Next state: [ 0. 16.  3. 13.]
State: [ 0. 16.  3. 13.], Action: 0, Reward: -0.0, Next state: [ 0.  11.6  4.  13. ]
State: [ 0.  11.6  4.  13. ], Action: 0, Reward: -0.0, Next state: [ 0.    1.04  5.   13.  ]
State: [ 0.    1.04  5.   13.  ], Action: 0, Reward: -0.0, Next state: [ 0.   10.01  6.   13.  ]
State: [ 0.   10.01  6.   13.  ], Action: 1, Reward: -100.1, Next state: [10. 13.  7. 13.]
State: [10. 13.  7. 13.], Action: 1, Reward: -130.0, Next state: [20.   16.01  8.   13.  ]
State: [20.   16.01  8.   13.  ], Action: 1, Reward: -160.10000000000002, Next state: [30.   24.41  9.   13.  ]
State: [30.   24.41  9.   13.  ], Action: 1, Reward: -244.1, Next state: [40. 32. 10. 13.]
State: [40. 32. 10. 13.], Action: 2, Reward: -320.0, Next state: [50.   31.99 11.   13.  ]
State: [50.   31.99 11.   13.  ], Action: 2, Reward: -319.9, Next state: [60.   31.99 12.   13.  ]
State: [60.   31.99 12.   13.  ], Action: 1, Reward: -319.9, Next state: [70. 35. 13. 13.]
State: [70. 35. 13. 13.], Action: 1, Reward: -350.0, Next state: [80.   32.99 14.   13.  ]
State: [80.   32.99 14.   13.  ], Action: 1, Reward: -329.90000000000003, Next state: [90.   24.22 15.   13.  ]
State: [90.   24.22 15.   13.  ], Action: 1, Reward: -242.2, Next state: [100.    24.42  16.    13.  ]
State: [100.    24.42  16.    13.  ], Action: 1, Reward: -244.20000000000002, Next state: [110.    23.77  17.    13.  ]
State: [110.    23.77  17.    13.  ], Action: 1, Reward: -237.7, Next state: [120.    31.99  18.    13.  ]
State: [120.    31.99  18.    13.  ], Action: 0, Reward: -0.0, Next state: [120.    36.99  19.    13.  ]
State: [120.    36.99  19.    13.  ], Action: 0, Reward: -0.0, Next state: [120.    36.66  20.    13.  ]
State: [120.    36.66  20.    13.  ], Action: 0, Reward: -0.0, Next state: [120.    29.56  21.    13.  ]
State: [120.    29.56  21.    13.  ], Action: 0, Reward: -0.0, Next state: [120.    22.01  22.    13.  ]
State: [120.    22.01  22.    13.  ], Action: 2, Reward: -220.10000000000002, Next state: [130.    24.01  23.    13.  ]
State: [130.    24.01  23.    13.  ], Action: 2, Reward: -240.10000000000002, Next state: [140.   23.7  24.   13. ]
State: [140.   23.7  24.   13. ], Action: 2, Reward: -237.0, Next state: [30. 16.  1. 14.]
State: [30. 16.  1. 14.], Action: 0, Reward: -0.0, Next state: [30.   15.01  2.   14.  ]
State: [30.   15.01  2.   14.  ], Action: 0, Reward: -0.0, Next state: [30.   13.01  3.   14.  ]
State: [30.   13.01  3.   14.  ], Action: 0, Reward: -0.0, Next state: [3.0e+01 1.0e-02 4.0e+00 1.4e+01]
State: [3.0e+01 1.0e-02 4.0e+00 1.4e+01], Action: 0, Reward: -0.0, Next state: [30.   11.01  5.   14.  ]
State: [30.   11.01  5.   14.  ], Action: 0, Reward: -0.0, Next state: [30.   11.01  6.   14.  ]
State: [30.   11.01  6.   14.  ], Action: 0, Reward: -0.0, Next state: [30.    9.01  7.   14.  ]
State: [30.    9.01  7.   14.  ], Action: 0, Reward: -0.0, Next state: [30.   12.01  8.   14.  ]
State: [30.   12.01  8.   14.  ], Action: 0, Reward: -0.0, Next state: [30.   10.61  9.   14.  ]
State: [30.   10.61  9.   14.  ], Action: 0, Reward: -0.0, Next state: [30.   19.91 10.   14.  ]
State: [30.   19.91 10.   14.  ], Action: 2, Reward: -199.1, Next state: [40.   27.99 11.   14.  ]
State: [40.   27.99 11.   14.  ], Action: 2, Reward: -279.9, Next state: [50.   28.99 12.   14.  ]
State: [50.   28.99 12.   14.  ], Action: 2, Reward: -289.9, Next state: [60. 31. 13. 14.]
State: [60. 31. 13. 14.], Action: 1, Reward: -310.0, Next state: [70. 26. 14. 14.]
State: [70. 26. 14. 14.], Action: 2, Reward: -260.0, Next state: [80.   22.66 15.   14.  ]
State: [80.   22.66 15.   14.  ], Action: 2, Reward: -226.6, Next state: [90.   12.28 16.   14.  ]
State: [90.   12.28 16.   14.  ], Action: 0, Reward: -0.0, Next state: [90.   17.91 17.   14.  ]
State: [90.   17.91 17.   14.  ], Action: 0, Reward: -0.0, Next state: [90. 27. 18. 14.]
State: [90. 27. 18. 14.], Action: 2, Reward: -270.0, Next state: [100.  35.  19.  14.]
State: [100.  35.  19.  14.], Action: 2, Reward: -350.0, Next state: [110.  37.  20.  14.]
State: [110.  37.  20.  14.], Action: 2, Reward: -370.0, Next state: [120.  35.  21.  14.]
State: [120.  35.  21.  14.], Action: 2, Reward: -350.0, Next state: [130.  29.  22.  14.]
State: [130.  29.  22.  14.], Action: 1, Reward: -290.0, Next state: [140.  31.  23.  14.]
State: [140.  31.  23.  14.], Action: 1, Reward: -310.0, Next state: [150.  24.  24.  14.]
State: [150.  24.  24.  14.], Action: 0, Reward: -0.0, Next state: [30.   23.07  1.   15.  ]
State: [30.   23.07  1.   15.  ], Action: 1, Reward: -230.7, Next state: [40.   22.42  2.   15.  ]
State: [40.   22.42  2.   15.  ], Action: 1, Reward: -224.20000000000002, Next state: [50.   21.84  3.   15.  ]
State: [50.   21.84  3.   15.  ], Action: 1, Reward: -218.4, Next state: [60.  17.4  4.  15. ]
State: [60.  17.4  4.  15. ], Action: 0, Reward: -0.0, Next state: [60. 21.  5. 15.]
State: [60. 21.  5. 15.], Action: 0, Reward: -0.0, Next state: [60. 24.  6. 15.]
State: [60. 24.  6. 15.], Action: 1, Reward: -240.0, Next state: [70. 27.  7. 15.]
State: [70. 27.  7. 15.], Action: 1, Reward: -270.0, Next state: [80.   43.99  8.   15.  ]
State: [80.   43.99  8.   15.  ], Action: 1, Reward: -439.90000000000003, Next state: [90.  39.9  9.  15. ]
State: [90.  39.9  9.  15. ], Action: 0, Reward: -0.0, Next state: [90.   44.29 10.   15.  ]
State: [90.   44.29 10.   15.  ], Action: 0, Reward: -0.0, Next state: [90.   43.59 11.   15.  ]
State: [90.   43.59 11.   15.  ], Action: 0, Reward: -0.0, Next state: [90.   44.19 12.   15.  ]
State: [90.   44.19 12.   15.  ], Action: 0, Reward: -0.0, Next state: [90.   39.99 13.   15.  ]
State: [90.   39.99 13.   15.  ], Action: 0, Reward: -0.0, Next state: [90.   39.99 14.   15.  ]
State: [90.   39.99 14.   15.  ], Action: 0, Reward: -0.0, Next state: [90. 37. 15. 15.]
State: [90. 37. 15. 15.], Action: 0, Reward: -0.0, Next state: [90.   33.57 16.   15.  ]
State: [90.   33.57 16.   15.  ], Action: 0, Reward: -0.0, Next state: [90.   39.89 17.   15.  ]
State: [90.   39.89 17.   15.  ], Action: 0, Reward: -0.0, Next state: [90. 49. 18. 15.]
State: [90. 49. 18. 15.], Action: 2, Reward: -490.0, Next state: [100.    62.46  19.    15.  ]
State: [100.    62.46  19.    15.  ], Action: 2, Reward: -624.6, Next state: [110.   47.5  20.   15. ]
State: [110.   47.5  20.   15. ], Action: 2, Reward: -475.0, Next state: [120.   40.6  21.   15. ]
State: [120.   40.6  21.   15. ], Action: 0, Reward: -0.0, Next state: [120.  28.  22.  15.]
State: [120.  28.  22.  15.], Action: 2, Reward: -280.0, Next state: [130.    27.01  23.    15.  ]
State: [130.    27.01  23.    15.  ], Action: 2, Reward: -270.1, Next state: [140.    25.67  24.    15.  ]
State: [140.    25.67  24.    15.  ], Action: 2, Reward: -256.70000000000005, Next state: [30.   26.28  1.   16.  ]
State: [30.   26.28  1.   16.  ], Action: 2, Reward: -262.8, Next state: [40. 22.  2. 16.]
State: [40. 22.  2. 16.], Action: 2, Reward: -220.0, Next state: [50.   20.51  3.   16.  ]
State: [50.   20.51  3.   16.  ], Action: 2, Reward: -205.10000000000002, Next state: [60. 20.  4. 16.]
State: [60. 20.  4. 16.], Action: 0, Reward: -0.0, Next state: [60.  17.1  5.  16. ]
State: [60.  17.1  5.  16. ], Action: 0, Reward: -0.0, Next state: [60.   24.81  6.   16.  ]
State: [60.   24.81  6.   16.  ], Action: 2, Reward: -248.1, Next state: [70.   28.06  7.   16.  ]
State: [70.   28.06  7.   16.  ], Action: 2, Reward: -280.59999999999997, Next state: [80. 45.  8. 16.]
State: [80. 45.  8. 16.], Action: 2, Reward: -450.0, Next state: [90. 48.  9. 16.]
State: [90. 48.  9. 16.], Action: 0, Reward: -0.0, Next state: [90.  46.4 10.  16. ]
State: [90.  46.4 10.  16. ], Action: 0, Reward: -0.0, Next state: [90.  47.3 11.  16. ]
State: [90.  47.3 11.  16. ], Action: 0, Reward: -0.0, Next state: [90.   48.11 12.   16.  ]
State: [90.   48.11 12.   16.  ], Action: 0, Reward: -0.0, Next state: [90.   47.54 13.   16.  ]
State: [90.   47.54 13.   16.  ], Action: 0, Reward: -0.0, Next state: [90.  45.2 14.  16. ]
State: [90.  45.2 14.  16. ], Action: 0, Reward: -0.0, Next state: [90.   43.64 15.   16.  ]
State: [90.   43.64 15.   16.  ], Action: 0, Reward: -0.0, Next state: [90.   41.84 16.   16.  ]
State: [90.   41.84 16.   16.  ], Action: 0, Reward: -0.0, Next state: [90.   45.59 17.   16.  ]
State: [90.   45.59 17.   16.  ], Action: 0, Reward: -0.0, Next state: [90.  55.1 18.  16. ]
State: [90.  55.1 18.  16. ], Action: 1, Reward: -551.0, Next state: [100.    62.62  19.    16.  ]
State: [100.    62.62  19.    16.  ], Action: 1, Reward: -626.1999999999999, Next state: [110.    52.99  20.    16.  ]
State: [110.    52.99  20.    16.  ], Action: 1, Reward: -529.9, Next state: [120.  43.  21.  16.]
State: [120.  43.  21.  16.], Action: 0, Reward: -0.0, Next state: [120.    32.25  22.    16.  ]
State: [120.    32.25  22.    16.  ], Action: 1, Reward: -322.5, Next state: [130.    30.23  23.    16.  ]
State: [130.    30.23  23.    16.  ], Action: 1, Reward: -302.3, Next state: [140.    25.45  24.    16.  ]
State: [140.    25.45  24.    16.  ], Action: 1, Reward: -254.5, Next state: [30. 20.  1. 17.]
State: [30. 20.  1. 17.], Action: 2, Reward: -200.0, Next state: [40. 19.  2. 17.]
State: [40. 19.  2. 17.], Action: 2, Reward: -190.0, Next state: [50. 18.  3. 17.]
State: [50. 18.  3. 17.], Action: 2, Reward: -180.0, Next state: [60.   13.68  4.   17.  ]
State: [60.   13.68  4.   17.  ], Action: 0, Reward: -0.0, Next state: [60.   11.01  5.   17.  ]
State: [60.   11.01  5.   17.  ], Action: 0, Reward: -0.0, Next state: [60.   16.01  6.   17.  ]
State: [60.   16.01  6.   17.  ], Action: 2, Reward: -160.10000000000002, Next state: [70.   22.01  7.   17.  ]
State: [70.   22.01  7.   17.  ], Action: 2, Reward: -220.10000000000002, Next state: [80.   35.99  8.   17.  ]
State: [80.   35.99  8.   17.  ], Action: 2, Reward: -359.90000000000003, Next state: [90.   39.96  9.   17.  ]
State: [90.   39.96  9.   17.  ], Action: 0, Reward: -0.0, Next state: [90.   35.99 10.   17.  ]
State: [90.   35.99 10.   17.  ], Action: 0, Reward: -0.0, Next state: [90.   34.98 11.   17.  ]
State: [90.   34.98 11.   17.  ], Action: 0, Reward: -0.0, Next state: [90.   41.63 12.   17.  ]
State: [90.   41.63 12.   17.  ], Action: 0, Reward: -0.0, Next state: [90.   35.14 13.   17.  ]
State: [90.   35.14 13.   17.  ], Action: 0, Reward: -0.0, Next state: [90. 35. 14. 17.]
State: [90. 35. 14. 17.], Action: 2, Reward: -350.0, Next state: [100.  32.  15.  17.]
State: [100.  32.  15.  17.], Action: 2, Reward: -320.0, Next state: [110.  30.  16.  17.]
State: [110.  30.  16.  17.], Action: 2, Reward: -300.0, Next state: [120.    34.96  17.    17.  ]
State: [120.    34.96  17.    17.  ], Action: 0, Reward: -0.0, Next state: [120.  75.  18.  17.]
State: [120.  75.  18.  17.], Action: 0, Reward: -0.0, Next state: [120.  60.  19.  17.]
State: [120.  60.  19.  17.], Action: 0, Reward: -0.0, Next state: [120.   39.9  20.   17. ]
State: [120.   39.9  20.   17. ], Action: 0, Reward: -0.0, Next state: [120.    31.99  21.    17.  ]
State: [120.    31.99  21.    17.  ], Action: 0, Reward: -0.0, Next state: [120.    27.99  22.    17.  ]
State: [120.    27.99  22.    17.  ], Action: 2, Reward: -279.9, Next state: [130.  26.  23.  17.]
State: [130.  26.  23.  17.], Action: 2, Reward: -260.0, Next state: [140.    22.01  24.    17.  ]
State: [140.    22.01  24.    17.  ], Action: 2, Reward: -220.10000000000002, Next state: [30.   21.14  1.   18.  ]
State: [30.   21.14  1.   18.  ], Action: 2, Reward: -211.4, Next state: [40. 18.  2. 18.]
State: [40. 18.  2. 18.], Action: 2, Reward: -180.0, Next state: [50.   15.06  3.   18.  ]
State: [50.   15.06  3.   18.  ], Action: 2, Reward: -150.6, Next state: [60.   14.25  4.   18.  ]
State: [60.   14.25  4.   18.  ], Action: 0, Reward: -0.0, Next state: [60.   12.51  5.   18.  ]
State: [60.   12.51  5.   18.  ], Action: 0, Reward: -0.0, Next state: [60.  22.5  6.  18. ]
State: [60.  22.5  6.  18. ], Action: 0, Reward: -0.0, Next state: [60.  25.5  7.  18. ]
State: [60.  25.5  7.  18. ], Action: 0, Reward: -0.0, Next state: [60.   35.99  8.   18.  ]
State: [60.   35.99  8.   18.  ], Action: 0, Reward: -0.0, Next state: [60.   39.96  9.   18.  ]
State: [60.   39.96  9.   18.  ], Action: 0, Reward: -0.0, Next state: [60. 60. 10. 18.]
State: [60. 60. 10. 18.], Action: 0, Reward: -0.0, Next state: [60. 80. 11. 18.]
State: [60. 80. 11. 18.], Action: 0, Reward: -0.0, Next state: [ 60. 124.  12.  18.]
State: [ 60. 124.  12.  18.], Action: 0, Reward: -0.0, Next state: [60.   49.99 13.   18.  ]
State: [60.   49.99 13.   18.  ], Action: 0, Reward: -0.0, Next state: [60. 75. 14. 18.]
State: [60. 75. 14. 18.], Action: 1, Reward: -750.0, Next state: [70. 60. 15. 18.]
State: [70. 60. 15. 18.], Action: 1, Reward: -600.0, Next state: [80.   43.01 16.   18.  ]
State: [80.   43.01 16.   18.  ], Action: 1, Reward: -430.09999999999997, Next state: [90.   50.06 17.   18.  ]
State: [90.   50.06 17.   18.  ], Action: 1, Reward: -500.6, Next state: [100.   129.44  18.    18.  ]
State: [100.   129.44  18.    18.  ], Action: 1, Reward: -1294.4, Next state: [110.    49.99  19.    18.  ]
State: [110.    49.99  19.    18.  ], Action: 1, Reward: -499.90000000000003, Next state: [120.    35.99  20.    18.  ]
State: [120.    35.99  20.    18.  ], Action: 0, Reward: -0.0, Next state: [120.    32.99  21.    18.  ]
State: [120.    32.99  21.    18.  ], Action: 0, Reward: -0.0, Next state: [120.    25.49  22.    18.  ]
State: [120.    25.49  22.    18.  ], Action: 2, Reward: -254.89999999999998, Next state: [130.    24.01  23.    18.  ]
State: [130.    24.01  23.    18.  ], Action: 2, Reward: -240.10000000000002, Next state: [140.  19.  24.  18.]
State: [140.  19.  24.  18.], Action: 2, Reward: -190.0, Next state: [30.   15.21  1.   19.  ]
State: [30.   15.21  1.   19.  ], Action: 1, Reward: -152.10000000000002, Next state: [40.   12.15  2.   19.  ]
State: [40.   12.15  2.   19.  ], Action: 1, Reward: -121.5, Next state: [50.   12.01  3.   19.  ]
State: [50.   12.01  3.   19.  ], Action: 1, Reward: -120.1, Next state: [60.   10.31  4.   19.  ]
State: [60.   10.31  4.   19.  ], Action: 0, Reward: -0.0, Next state: [60.    9.72  5.   19.  ]
State: [60.    9.72  5.   19.  ], Action: 0, Reward: -0.0, Next state: [60.   17.49  6.   19.  ]
State: [60.   17.49  6.   19.  ], Action: 0, Reward: -0.0, Next state: [60.   29.29  7.   19.  ]
State: [60.   29.29  7.   19.  ], Action: 0, Reward: -0.0, Next state: [60. 40.  8. 19.]
State: [60. 40.  8. 19.], Action: 0, Reward: -0.0, Next state: [60. 36.  9. 19.]
State: [60. 36.  9. 19.], Action: 0, Reward: -0.0, Next state: [60.  34.8 10.  19. ]
State: [60.  34.8 10.  19. ], Action: 1, Reward: -348.0, Next state: [70.  34.8 11.  19. ]
State: [70.  34.8 11.  19. ], Action: 1, Reward: -348.0, Next state: [80.  34.8 12.  19. ]
State: [80.  34.8 12.  19. ], Action: 1, Reward: -348.0, Next state: [90.   34.69 13.   19.  ]
State: [90.   34.69 13.   19.  ], Action: 0, Reward: -0.0, Next state: [90.   32.19 14.   19.  ]
State: [90.   32.19 14.   19.  ], Action: 0, Reward: -0.0, Next state: [90.   29.99 15.   19.  ]
State: [90.   29.99 15.   19.  ], Action: 0, Reward: -0.0, Next state: [90. 28. 16. 19.]
State: [90. 28. 16. 19.], Action: 0, Reward: -0.0, Next state: [90.   32.02 17.   19.  ]
State: [90.   32.02 17.   19.  ], Action: 0, Reward: -0.0, Next state: [90. 46. 18. 19.]
State: [90. 46. 18. 19.], Action: 2, Reward: -460.0, Next state: [100.    46.79  19.    19.  ]
State: [100.    46.79  19.    19.  ], Action: 2, Reward: -467.9, Next state: [110.   32.3  20.   19. ]
State: [110.   32.3  20.   19. ], Action: 2, Reward: -323.0, Next state: [120.  29.  21.  19.]
State: [120.  29.  21.  19.], Action: 0, Reward: -0.0, Next state: [120.  22.  22.  19.]
State: [120.  22.  22.  19.], Action: 0, Reward: -0.0, Next state: [120.    21.25  23.    19.  ]
State: [120.    21.25  23.    19.  ], Action: 0, Reward: -0.0, Next state: [120.   16.3  24.   19. ]
State: [120.   16.3  24.   19. ], Action: 0, Reward: -0.0, Next state: [ 0. 14.  1. 20.]
State: [ 0. 14.  1. 20.], Action: 0, Reward: -0.0, Next state: [ 0.   13.11  2.   20.  ]
